cat_num,term,bracketed,field,number,title,faculty,description,prerequisites,notes,meetings,building,room
76136,SPRING,0,SOCIOL,98Wd,"Occupations and Professions in a Bureaucratized World",a26bf56982e397bd7840823773724c3d,"What does it mean to do a job well? What does it mean to be a good teacher, doctor, social worker, lawyer, or business person? How does the bureaucratic arrangement of work change people's incentives, perceptions of their jobs, and their capacities to do their jobs well? This class will examine how people in various professional and occupational fields navigate the day-to-day demands of their work, with particular attention to how the demands of organizational life-rules, authority, formality, coordination-interact with the work itself. This course will draw on an array of research in the sociology of organizations, the sociology of occupations, and the sociology of professions. The goal of this course is to help students develop a research project in some professional or occupational field of their interest.",,"Required of and limited to Sociology concentrators. Spring junior tutorials are by assignment only.","Tu., 1-3","William James Hall",501
7615,FALL,0,APMTH,321,"Biological Applications of Mathematics and Automatic Computers",9ad1f9bf1012cba70b9d962118f53090,,,,,,
7615,SPRING,0,APMTH,321,"Biological Applications of Mathematics and Automatic Computers",9ad1f9bf1012cba70b9d962118f53090,,,,,,
76159,SPRING,1,GERMAN,221,"Goethe: Seminar",dd5da5e35720279c6f118465599d4e59,"Examines selected major works, including poetry, dramas, novels, and essays on art, literature, and science.",,"Readings in German, discussions in English.","Hours to be arranged",,
7616,FALL,0,NEUROBIO,358,"Neurogenetics of Human Disease",4be9e5a15d25ce6da9af0f5d9ee87652,,,,,,
7616,SPRING,0,NEUROBIO,358,"Neurogenetics of Human Disease",4be9e5a15d25ce6da9af0f5d9ee87652,,,,,,
7617,SPRING,0,ECON,2460,"Health Economics Workshop","1cb6ee68200e5e3e90a4bdb968ffe6de,bbd786b149e2008191ae8eb37a3e82ba,ed4806e35289c1780a0c5ba2341794c3","Focuses on theory, econometric models, and public policy of health care. Frontier work in health economics presented and discussed by instructors and outside speakers.",,"May be taken for credit only by dissertation students writing a research paper. Offered jointly with the Kennedy School as SUP-951.","W., 4-6",,
7618,FALL,1,AKKAD,141r,"Akkadian Myths and Epics",ff08270181909b0ea5712b554359a56d,"The Gilgamesh Epic.","Akkadian grammar, basic vocabulary, knowledge of cuneiform script.",,"Tu., 1-3",,
76199,FALL,0,HIST,60e,"Overlapping Spheres: Jewish Life in Early Modern Europe",8eae5d325cef1563f22192250154ea8e,"Examining primary and secondary sources (relating to c. 1500-1750), we will consider multiple aspects of the ways Jews lived among their Christian neighbors-peacefully, antagonistically and in myriad combinations of those poles-during this exciting crossroads between traditional society and the beginnings of what came to be called, ""modernity,"" an age that included the wide-scale adoption of movable-type print, increasing use of the written vernacular, changing gender roles, Protestant challenge to Catholic hegemony and the rise of capitalism, absolutism and toleration.",,,"M., 3-5","Robinson Hall",105
7620,FALL,0,BPH,376,"Secretion and pathogenesis in M. tuberculosis",a2359494ab71b4d117cf79dba2b4dab2,,,,,,
7620,SPRING,0,BPH,376,"Secretion and pathogenesis in M. tuberculosis",a2359494ab71b4d117cf79dba2b4dab2,,,,,,
7621,FALL,0,SCI-PHYUNV,14,"How to Build a Habitable Planet",8fc0b628b1643d26413bf5c600c7a80c,"The story of Earth from the inception of the universe at the Big Bang to the revolution in planetary function and capability associated with the rise of human civilization. The aim of the course is to place human beings in a universal and planetary context, and to see the steps in planetary evolution as an essential perspective on how we relate to Earth today. Topics covered include the Big Bang, origin of the elements, formation of minerals, origin of the solar system, formation of planets, climate regulation, origin of life, co-evolution of ocean, atmosphere, solid earth and biosphere, development of plate tectonics, the modern Earth as an interconnected system, and the human era and its consequences for the planet. Current environmental problems can then be considered in a planetary context. Finally we consider whether Earth may be a microcosm reflecting laws of planetary evolution that may be common to a class of planets throughout the universe, or alternatively may be a low probability accident.",,"This course, when taken for a letter grade, meets the Core area requirement for Science B.","M., W., F., at 11, and a weekly section to be arranged.","Science Center"," E"
76277,SPRING,1,HISTSCI,176,"Brainwashing and Modern Techniques of Mind Control",79de794d3e2e19eb71a2033b0ec0b76d,"This course examines the phenomenon of ""brainwashing"" as a modern set of techniques that can apparently force a subject radically to alter her beliefs against her will. The Cold War roots of 'brainwashing' - both the myth and the reality -- lie in the politics of twentieth-century anti-Communism and the deeper fear that people's most strongly held thoughts, ideas, and ideological commitments could be vulnerable to powerful infiltration. In order to understand the dynamics of this process we will examine case studies beginning with the Korean War-era emergence of the term 'brainwashing', the American interdisciplinary science of ""coercive persuasion"" that arose in response, and successive waves of technological, political, and sociocultural developments. We will also look at how brainwashing and analogous persuasive techniques may operate among larger groups, crowds, organizations, and mass societies.",,,"M., W., F., at 10",,
76286,FALL,1,RELIGION,2420,"Papyrology and the New Testament",d922d089f638c5ff6669cb1ce7b64875,"The course will introduce students to papyrology through the reading of literary and documentary papyri, with a particular emphasis placed on materials pertaining to religious history in the Greco-Roman world.","Three semesters of Greek are required.","Offered jointly with the Divinity School as 1534.","Th., 12-2",,
76331,FALL,0,HIST,2277,"Eastern Europe: Peoples and Empires: Proseminar",6b7356399a9eab69b4609e1ca8b3f79c,"This course is an introduction to major themes and debates in the early modern and modern history of the ""other Europe."" Its main focus is on the histories of European Russia, Ukraine, Belarus, Lithuania, and Poland. Readings discuss international and political developments in the region and their impact on the formation of imperial, national, religious and cultural identities from the rise of Reformation to the collapse of Communism. The course is designed to prepare students for a general exam field in East European history. It is open to graduate and advanced undergraduate students working on a senior thesis.",,,"Tu., 2-4",CGIS-South,354
7639,FALL,1,LING,114,"Morphological Theory",,"This course provides an intensive introduction to morphological theory. Students will be introduced to current research and areas of debate in morphology proper, in morpho-syntax, and in morpho-phonology.","Ling 104, equivalent, or permission of the instructor.",,"Hours to be arranged",,
76404,SPRING,1,ITAL,175,"Picturing Place: Landscape, Literature, and Cinema from the Eighteenth to the Twentieth Century","5bed27c442577c6ba60c601caa9f0dcb,faf697ee76e2ade1592db3233e068741","Changing approaches to the experience, representation and interpretation of the Italian landscape from the eighteenth to the twentieth century through literary texts, visual arts, and film. Authors will include Foscolo, Leopardi, Manzoni, Pasolini, Visconti, Rossellini, Antonioni.","Reading knowledge of Italian.","Conducted in Italian or English, depending on class composition.","W., 1-3",,
7641,FALL,0,FRENCH,167,"Parisian Cityscapes: 1960-Present",652b6249711e644ae28ee0b05e649062,"Focuses on the transformations of Paris and the very concept of city under the impact of globalization and decolonization. By way of film, fiction, music, architecture and critical texts studies the effects of modernization and architectural reconstruction on the city's inhabitants. Also explores tensions between traditional and urban cultures, between the inner city and the banlieue.",,"Conducted in French. This course, when taken for a letter grade, meets the Core area requirement for Literature and Arts B.","M., 3-5; W., at 7 p.m.","Boylston Hall",403
76413,FALL,0,CHEM,245,"Classical, Quantum, and Semiclassical Dynamics and Scattering",02bcfbc275978b4ce4b82cd4f4dec068,"Topics taken from advanced classical mechanics which specifically tie into a better understanding of quantum mechanics, including quantum and semiclassical scattering theory, and quantum and semiclassical dynamics, semiclassical propagators, Feynman path intergral, chaos and quantum chaos, underpinnings of statistical mechanics, quantum tunneling and decoherence, semiclassical theory of spectroscopy, plus topics by agreement with the class.",,"Take Home exams.","M., W., 11-12:30",Mallinckrodt,217
7642,FALL,0,LATIN,201,"Reading Latin",fe5f6f70c795234bd2cedf883de97500,"Readings of Latin prose and poetry ranging from archaic to imperial, with emphasis on variety, quantity, and quick comprehension of syntactic, stylistic, and generic features.",,"Intended for graduate students in Classical Philology as preparation for the general examinations.","M., W., (F.), at 10","Boylston Hall",237
76426,SPRING,0,FRSEMR,36v,"On Uncertainty",249339f6d9c871d31004e8dfa6ff16d7,"The world we live in is awash in uncertainty - uncertainty that we try to regiment, tame, or otherwise get some kind of handle on by applying the concept of probability. But this concept - as widespread as its use is - conceals a host of fascinating philosophical perplexities. This seminar takes up some of the most important of them. What is probability? How do we find out about it? Does the management of risk lead to novel ethical problems? We'll use this seminar as a forum for exploring these metaphysical, epistemological, and moral dimensions of uncertainty.",,"Open to Freshmen only.","Tu., 1-3","Prescott St., 6",21
7643,SPRING,0,LATIN,112b,"History of Latin Literature II",fe5f6f70c795234bd2cedf883de97500,"The literature of the late Republic and Principate. We shall read extensive selections from major authors across a range of genres, considering their form and content against their historical contexts. Class will consist of a mixture of prepared translation from Latin and introductory lectures.",,,"M., W., F., at 1, and a weekly section to be arranged.","Boylston Hall",237
76433,SPRING,0,STAT,107,"Introduction to Business and Financial Statistics",f6122e1edc391a695d1e3068df7a3a91,"Introduces the technical skills required for data-driven analysis of business and financial data. Emphasis on applying statistical methods to summarize and make inferences from complex data and to develop quantitative models to assist business decision making. Topics include: how to collect and summarize financial data, understanding the concept of risk, portfolio construction and analysis, testing trading systems, and simulation techniques.","Statistics 100, 101, 104 or equivalent.","The software packages Excel and R will be used to obtain quantitative solutions to financial problems.","Tu., Th., 10&#8211;11:30, and weekly sections to be arranged.","Science Center"," B"
7644,SPRING,1,SLAVIC,150,"Moscow and St. Petersburg",8efd05685bfa1d406fd1f642cc58510e,"Explores the literary and cultural histories of Russia's two capital cities, their ""urban geographies"" and representations in visual and performing arts. Includes Pushkin, Gogol, Dostoevsky, Tolstoy, Chekhov, Bely, Zamyatin, Bunin, Bulgakov, Nabokov, Erofeev, Bitov, Tolstaya, Pelevin, Sokurov, Balabanov, Bekmambetov.",,"All readings in English. No prior knowledge of Russian literature or history necessary. Students who wish to read Russian texts in the original may arrange a special section with the instructor.","Hours to be arranged",,
7646,FALL,0,MCB,294,"Interesting Questions in Engineering and Physical Biology","2cad8e6e404ab4062b2845d6509fcfc2,c3e1b17bbbfd9b2e9f3e10b90deb62b0","Physical biology can be defined as a discipline that seeks to understand biological processes through the lens of physics and engineering. Faculty and students will unite to review current research with the aim of identifying and pondering interesting emerging questions in this area. Combination of lecture and discussion format. Comprises a series of two-week modules, most of which are given by a one or a pair of faculty drawn from MCB, Physics and SEAS.",,"Intended primarily for first year graduate students in the EPB PhD track of the MCO program but available to other graduate students and advanced undergraduates as space permits.","Tu., Th., 1-2:30","Northwest Building",169
76462,FALL,1,LING,130,"Psycholinguistics: Seminar",fc33fb29a8029a4dce510f312600015e,"A survey of current psycholinguistics research for students in linguistics and related fields. Provides an overview of models of language comprehension and production from word to sentence level. Aims to expose students to models and methods used in the study of language acquisition, processing, disorders, and brain imaging.",,,"Hours to be arranged.",,
7647,FALL,1,PHYSICS,271,"Topics in the Physics of Quantum Information",bb14f8493bdbdb01b64b8b03ffbbc881,"Introduction to physics of quantum information, with emphasis on ideas and experiments ranging from quantum optics to condensed matter physics. Background and theoretical tools will be introduced. The format is a combination of lectures and class presentations.","Quantum mechanics at the level of introductory graduate courses.",,"M., W., 12-1:30",,
7652,FALL,0,MICROBI,310,"Bacterial Genetics of Tuberculosis and Tularemia",5d59f03afbff2fa130dc6d40db931768,,,,,,
7652,SPRING,0,MICROBI,310,"Bacterial Genetics of Tuberculosis and Tularemia",5d59f03afbff2fa130dc6d40db931768,,,,,,
7654,FALL,0,PHYSICS,355b,"Theory of Elementary Particles",0fd3d89964b18932138ffece7d7d6766,,,,,,
7654,SPRING,0,PHYSICS,355b,"Theory of Elementary Particles",0fd3d89964b18932138ffece7d7d6766,,,,,,
7656,FALL,0,CELLBIO,378,"Bacterial Toxin Entry and Immunoglobulin Transport in Mucosal Epithelial Cells",4311f0c5b4137a0fda7589c584b8570f,,,,,,
7656,SPRING,0,CELLBIO,378,"Bacterial Toxin Entry and Immunoglobulin Transport in Mucosal Epithelial Cells",4311f0c5b4137a0fda7589c584b8570f,,,,,,
7659,SPRING,1,LING,252,"Comparative Slavic Linguistics",de71d424a900c0a1cb55bdb757a85d4c,"Introduction to the historical phonology and morphology of the Slavic languages with special attention to relative chronology and linguistic geography.","Linguistics 250",,"Hours to be arranged",,
7661,FALL,0,ENG-SCI,357,"Atmosphere-Biosphere Interactions",1d2c54b09cb23412133e2147e246c498,,,,,,
7661,SPRING,0,ENG-SCI,357,"Atmosphere-Biosphere Interactions",1d2c54b09cb23412133e2147e246c498,,,,,,
76638,FALL,1,EXPOS,20.084,"Urban America",4ea96bc91fb1b60a29f8dddd13f702a6,"This course addresses questions about the past and present urban experience by analyzing American cities from various disciplinary perspectives. Unit I hones critical skills through close readings of How the Other Half Lives, an expose of late nineteenth-century New York. Unit II emphasizes the importance of context through analysis of the play, A Raisin in the Sun with companion texts. Unit III teaches the fundamentals of research through independent projects on our local, urban environment: Cambridge, Massachusetts. Together, these units teach the mechanics of academic writing while providing insight into the problems and promise of the American city over time.",,,"M., W., at 1",,
76667,FALL,0,PSY,1512,"Changing Minds: Persuasion and Communication",f5d7be23e8cd06dfd3e56619bdeb6d8b,"Have you ever tried to influence a friend's stance on a political issue or finagled relatives into supporting a charity walk/run you were participating in? If so, you've engaged in persuasion. After a background review of attitudes, including their measurement and relation to behavior, we will explore psychological theories of persuasion. We will also examine applied examples of persuasive communication in such areas as advertising/consumer behavior, politics/voting, and social change (e.g., health behaviors and prejudice).","Science of Living Systems 20 and at least one course from Psy 13, Psy 14, Psy 15, Psy 18, or SLS 15.",,"Tu., Th., 2:30-4","Sever Hall",102
76736,FALL,0,SOCIOL,175,"Sociology of Immigration",df3e3eaee3c0b70d9fd08e73d4ec9b57,"This course examines global migration and the sociopolitical responses of national communities to this phenomenon. In the first half of the course, students consider the process of international migration, and the dynamics of immigration policy, border control and citizenship. In the second half, students address contemporary approaches to settlement, integration and political incorporation. The course concludes by evaluating the impact of transnational affiliations and supranational governance on a process that conventionally has been overseen by national authorities. At hand each week are some of the great social and political debates confronting American society and many other countries today.",,,"Tu., Th., 3&#8211;4:30, and a weekly section to be arranged.","Boylston Hall","110 (Fong Auditorium)"
76765,FALL,0,AFRAMER,214,"Ethnography of the African Diaspora: Race, Gender and Power",cc524482c79a6d31d161cbf9ef59742b,"This graduate seminar explores ethnographic moments of African Diasporic religions within anthropology. By taking a non-regional approach to the conceptualization of African diasporareligions we will explore how religion has been a key lens into the historical racializing, gendering and sexualizing of Black subjects, as well as a crucial aspect of revisionist and critical anthropology. We will read contemporary ethnographic works on the African diaspora exploring the gendered and erotic production of Blackness. Through revisionist approaches, we will explore methodological and theoretical concerns to conducting ethnography of Afro-Atlantic religions. Students will be expected to interrogate issues of modernity, tradition, ritual and secularism and examine post-colonial, transnational feminist and cultural theories of the subject.",,"Offered jointly with the Divinity School as 2726.","W., 4-6","Div - Andover Hall",118
7682,FALL,0,MEDGREEK,115ar,"Introduction to Byzantine Greek",3a443f90a843b0a3860dbe09c25d5adb,"Introduces students to medieval Greek language and literature and, through selected readings, to important elements of Byzantine culture and society. Texts will be selected to provide a diachronic survey of a variety of literary genres, to reflect the diversity of Byzantine life and letters. Topics will include: biography/hagiography, historiography, sacred and secular poetry, letters, the novel, homilies and rhetorical texts. Choice of texts will correspond in part to the specific needs and interests of participants.","Greek Ba or equivalent.",,"Tu., Th., at 10","Boylston Hall",203
76823,SPRING,0,E-PSCI,162,"Hydrology and Environmental Geomechanics",f96d4ee1144efb88d762f2b538386cf4,"Study of water as a critical resource and as a factor in Earth surface and near-surface processes. Focus on development of relevant mechanics and physics. Hydrologic cycle, surface and groundwater, evapotranspiration, soil physics. Flow in porous media, Darcy law, contaminant transport, remediation strategies. Poroelasticity, subsidence, well hydraulics. Seepage forces, landslides, dam failures, sediment liquefaction. Glacial processes. Stream flows, turbulence concepts. Gravity waves, flood control; tsunamis; erosion and sediment transport.","Applied Mathematics 21a,b or Mathematics 21a,b and Physics 11a,b or 15a,b","EPS 162 is also offered as ES 162. Students may not take both EPS 162 and ES 162 for credit.","M., W., F., at 11-12, and one and a half hour lab session or section for discussion of assigned problems.","Cruft Memorial Lab",309
7683,SPRING,0,PSY,1703,"Human Sexuality",835925eb9be555e6decbd941b81d3925,"This course examines the development and expression of sexual behavior as a complex psychological, socio-cultural, and biological phenomenon. Students explore topics including: historical perspectives on sexuality; sexology research methods; biological bases of sexual behavior; sexual arousal and response; gender identity and gender roles; sexual orientation; romantic attraction and love; sexual dysfunctions and sex therapy; safer sex and STD prevention; typical and atypical sexual behaviors; and pornography and prostitution.","Science of Living Systems 20 and at least one course from PSY 13, PSY 14, PSY 15, PSY 18, or SLS15.",,"M., W., 1-2:30","Emerson Hall",105
76843,FALL,0,PSY,980k,"Growing Up and Growing Old: Cognitive Changes in Childhood and Aging",915b0ed348ff3b904d5fa0f461ab8f26,"This seminar will focus on the profound cognitive changes of early childhood and old age. We will be especially interested in what such changes tell us about how the adult mind -- perched between childhood and old age -- is organized. Topics include: theories of development and theories of aging, changes in the neural substrate; the rise and fall of executive functions; conceptual gain and conceptual loss; expertise and wisdom; healthy aging and dementias.","Science of Living Systems 20 and at least one course from PSY 13, PSY 14, PSY 15, PSY 18, or SLS15.",,"M., 6-8 p.m.","William James Hall",950
76853,SPRING,0,FRSEMR,44i,"Cocaine: Customs and War in the Americas",e91960ad5d711a021d6a047437fa9efc,"Of all the commodities produced in Latin America, none has been as destructive as cocaine. How has the coca leaf, a key element of indigenous life and culture in the Andes, been transformed into an international villain? How have production lines and commercial routes been adapted to the growing appetites of U.S. consumers? And how has the ""War on Drugs"" changed the U.S. and Latin America? This freshman seminar will look at a variety of sources in order to give students a historical perspective on these questions.",,"Open to Freshmen only","Tu., 4:30-6:30","Barker Center",316
76854,FALL,0,RELIGION,1920,"The Politics of Storytelling",121640860734e6e3ff3b9659e5ee0f0a,"This course addresses Hannah Arendt's thesis that storytelling is a critical strategy for bridging the gap between private and public realms. Storytelling is thus understood as a mode of social and political activity that involves a struggle between personal and collective representations of the ""truth"" and between unofficial and official versions of events. Through the close analysis of storytelling in a variety of situations, we will explore the ways in which the meaning of stories resides not in any ahistorical essence or internal logic, but emerges from the everyday human struggle to strike a balance between domains of experience that are, on the one hand, felt to belong to oneself or one's own kind, and, on the other, felt to be shared by or to belong to others.",,"Offered jointly with the Divinity School as 3859.","W., 2-4","Div - Andover Hall","Sperry Room"
7686,SPRING,1,ECON,2144,"Advanced Applied Econometrics",e22275f70ee5cf84ff2c4465cb8385cc,"An introduction to the theory and application of recently developed econometric techniques used in advanced applied work. Simulation techniques, estimation subject to inequality restrictions, as well as semiparametric and nonparametric tools will be studied in a variety of empirical contexts.",,,"M., W., 11:30-1",,
76892,SPRING,1,JAPNLIT,271,"Topics in Gender and Culture in Japan: Seminar",43666c2a2074cd809a0dc8115f868898,"A seminar course that studies the constructions of gender and gender relations in Japan through the examination of various forms of expressive culture (visual, textual, sonic) in their historical contexts.",,,"W., 2-4:30",,
7692,FALL,0,PORTUG,C,"Intermediate Portuguese",b59195749224ca9830d6ff9b5a29e43d,"An intermediate course for students interested in expanding and strengthening their Portuguese language skills. Reading, writing, and conversational competency is emphasized through the study of the Luso-African-Brazilian cultures. The course aims to promote cross-cultural understanding through the use of authentic materials such as literary texts, multimedia, film, music, and videos.","Portuguese Ab, Ad, or permission of course head.","Conducted in Portuguese. Recommended for students who wish to improve their ability to speak and write Portuguese. Not open to auditors. May not be taken Pass/Fail, but may be taken Sat/Unsat by GSAS students. Section on-line on the Portuguese C website.","Section I, M. through Th. at 11:00; Section II, M. through Th. at 1:00. ",,
7692,SPRING,0,PORTUG,C,"Intermediate Portuguese",b59195749224ca9830d6ff9b5a29e43d,"An intermediate course for students interested in expanding and strengthening their Portuguese language skills. Reading, writing, and conversational competency is emphasized through the study of the Luso-African-Brazilian cultures. The course aims to promote cross-cultural understanding through the use of authentic materials such as literary texts, multimedia, film, music, and videos.","Portuguese Ab, Ad, or permission of course head.","Conducted in Portuguese. Recommended for students who wish to improve their ability to speak and write Portuguese. Not open to auditors. May not be taken Pass/Fail, but may be taken Sat/Unsat by GSAS students. Section on-line on the Portuguese C website.","Tu., Th., 2-4",,
76933,FALL,0,SHBT,310,"Independent Study in Speech and Hearing Sciences","507d0f5e91593c5f4e6c8603ff4f0de4,5b3a1cfd76981bc86bf270aba640de67","Opportunity for independent study of topics in speech and hearing sciences under regular supervision by an SHBT faculty member.",,"For SHBT students only",,,
76933,SPRING,0,SHBT,310,"Independent Study in Speech and Hearing Sciences","507d0f5e91593c5f4e6c8603ff4f0de4,5b3a1cfd76981bc86bf270aba640de67","Opportunity for independent study of topics in speech and hearing sciences under regular supervision by an SHBT faculty member.",,"For SHBT students only",,,
7696,FALL,0,GOV,2791,"Comparative Foreign and Security Policy",78da1c4db54dbd15bb39cc9a1a105efc,"Focus is on the theory, methods, and data used in the empirical analysis of the foreign security policies of states. Examines the sources of state preferences, the structural and domestic constraints on state action, and foreign policy change.","Prior training in international relations theory strongly recommended.",,"Tu., 1-3",CGIS-Knafel,K-107
77005,SPRING,0,ENGLISH,200c,"How to Read an Old English Poem: Graduate Seminar",307f0d7f3dc57c87ae2a6fd35de718f1,"Moving through a number of poems set for translation, we will examine the act of reading for the earliest readers of vernacular English. Topics will include metrical scansion, verse syntax, principles of editing, and cognitive theory.","One semester of Old English or its equivalent.",,"Th., 2-4","Barker Center","269 (Larsen Room)"
77008,FALL,0,ITAL,136,"Cultural Migrations Between Africa and Italy",5bed27c442577c6ba60c601caa9f0dcb,"From the novels of Emilio Salgari, written at the height of the Italian colonial adventure, to the comics of Hugo Pratt and postmodern films of Pasolini and Antonioni, this course will investigate the representation of Africa in Italian culture. And reversing the gaze, what is the image of Italy in the texts of recent African immigrant writers?","Reading knowledge of Italian.",,"Th., 1-3","Sever Hall",101
7702,FALL,0,TURKISH,300,"Turkish Languages and Literatures","9f935a53f0719b8db4f6d6acff8b9ca7,c7524691424bf460fb17adaff219d911,f4229114bc2d1a87a15e4da68ff15c2b",,,,,,
7702,SPRING,0,TURKISH,300,"Turkish Languages and Literatures","9f935a53f0719b8db4f6d6acff8b9ca7,c7524691424bf460fb17adaff219d911,f4229114bc2d1a87a15e4da68ff15c2b",,,,,,
77023,SPRING,0,ENGLISH,291a,"Black ""Epics"" of the Americas: Graduate Seminar",7cb3fcafa70825cfd21bcda1108dfefc,"A cross-cultural, transnational readings of Black-authored epic poems, would-be epic poems, and book-length verse-narratives-from Canada, the Caribbean, and the United States: We will note the ways in which different historical experiences mandate divergent readings of the Transatlantic Slave Trade and the African Diaspora.",,,"W., 3-5","Barker Center",316
77031,SPRING,1,EXPOS,20.193,"The Rise of China",cf5b370087713f7de2470d5d2bb0a65d,"If the 20th century was the ""American Century,"" will the 21st be the ""Chinese Century""? As the locus of global economic growth shifts to Asia, what cultural and political changes will accompany this transformation? Does China's rise represent a threat, a competing set of values, an opportunity, or some combination of the three? In this course, we will examine the causes and consequences of China's ascendance as a global power. Relying on sources ranging from oral histories to Wikileaks cables, we will analyze how China is changing and how people across the globe understand China's relevance to their own lives.",,,"Hours to be arranged",,
77048,SPRING,1,TIBET,223b,"The Life and Times of Dol po pa Shes rab rgyal mtshan (1292-1361), Part Two",59cd896e88d4d9a4f84994a96462d10a,,,,"Hours to be arranged",,
77068,FALL,0,AFRAMER,90r.n,Tigrinya,8991604883a4ca2601298f8ea013b389,"Individualized study of Tigrinya at the elementary, intermediate, and advanced levels. Contact hours with language coach. Emphasis on literacy.",,"This course is offered only when there is demonstrated curricular and academic need on the part of the student. Please consult the Director of Language Programs for more information. Not open to auditors.","Fall: Tu., Th., 4-5:30",,
77068,SPRING,0,AFRAMER,90r.n,Tigrinya,8991604883a4ca2601298f8ea013b389,"Individualized study of Tigrinya at the elementary, intermediate, and advanced levels. Contact hours with language coach. Emphasis on literacy.",,"This course is offered only when there is demonstrated curricular and academic need on the part of the student. Please consult the Director of Language Programs for more information. Not open to auditors.","Fall: Tu., Th., 4-5:30",,
77077,SPRING,1,HIST,1940,"Science and the Global Human Past: Case Studies at the Cutting Edge: Conference Course","2303423c4fe9a3f261db85fad4ff0b1b,6b064b2df8489d2df57fdea2678e497d","Examines recent and ongoing discoveries that show how the natural sciences are revolutionizing understanding of the human past across temporal and geographic boundaries. Topics include how archaeology, history and science illuminate and are illuminated by Jomon Pottery, ancient and medieval coins, silk, climate change, and genomics. Mixes classic classroom, seminar-style teaching with classes held as field-trips to New England museums, landscapes and laboratories.",,,"Hours to be arranged",,
7708,FALL,0,APMTH,147,"Nonlinear Dynamical Systems",2add28de1f08ae4b2d4f2d0bb3187122,"An introduction to nonlinear dynamical phenomena, covering the behavior of systems described by ordinary differential equations. Topics include: stability; bifurcations; chaos; routes to chaos and universality; approximations by maps; strange attractors; fractals. Techniques for analyzing nonlinear systems are introduced with applications to physical, chemical, and biological systems such as forced oscillators, chaotic reactions, and population dynamics.","Mathematics 21a and 21b, or Applied Mathematics 21a and 21b.",,"Tu., Th., 11:30-1","Cruft Memorial Lab",309
77091,SPRING,0,ARABIC,243br,"Advanced Readings in Classical Arabic Bridge II: Rational Sciences",da65de331a6bba7e16cdf4f565fd0242,"Reinforcement of advanced classical Arabic grammar and stylistics, and introduction to the genres of usul, kalam, mantiq and falsafa.","Three years of Arabic or equivalent level of proficiency.",,"Tu., Th., 11:30-1","Semitic Museum",201
77097,FALL,0,EXPOS,20.012,"The Rise of Pop",79b78442243fd2172688fdd0471cd27a,"The idea that there is a hierarchy separating high and low art extends as far back as Aristotle, but during the past fifty years American culture has depended upon destroying this hierarchy. This course examines what happens to art and society when the boundaries separating high and low art are gone. We will examine Thomas Pynchon, Andy Warhol, and The Rocky Horror Picture Show along with cultural theorists such as Adorno, Benjamin, Sontag, and Bakhtin.",,,"M., W., at 10",CGIS-Knafel,K-109
7710,FALL,0,MUSIC,155,"Modal Counterpoint",ccff6b646caf0249e792abaf7612f482,"Study of representative styles and genres of 16th-century polyphony. Detailed analytic work will be combined with compositional exercises.","Music 150 or permission of instructor.",,"W., 2-4","Music Building",5
7711,FALL,0,PHYSICS,191r,"Advanced Laboratory","92a59f63f11bfa59534238bef7cd76d6,fa124830cd86469d56187ba0b696f4d7","Students carry out three experimental projects selected from those available representing condensed matter, atomic, nuclear, and particle physics. Included are pulsed nuclear magnetic resonance, microwave spectroscopy, optical pumping, Raman scattering, scattering of laser light, nitrogen vacancies in diamond, neutron activation of radioactive isotopes, Compton scattering, relativistic mass of the electron, recoil free gamma-ray resonance, lifetime of the muon, studies of superfluid helium, positron annihilation, superconductivity, the quantum Hall effect, properties of semiconductors. The facilities of the laboratory include several computer controlled experiments as well as computers for analysis.","Physics 15a or 16, 15b, 15c. Physics 143a is highly recommended.","A substantial amount of outside reading is expected.","Tu., Th., 1-5","Science Center",204
7711,SPRING,0,PHYSICS,191r,"Advanced Laboratory","8c264a957c75f9d200ddbaa48104433a,9aafdd9f39792362bd0c96d66052b2d0,fa124830cd86469d56187ba0b696f4d7","Students carry out three experimental projects selected from those available representing condensed matter, atomic, nuclear, and particle physics. Included are pulsed nuclear magnetic resonance, microwave spectroscopy, optical pumping, Raman scattering, scattering of laser light, nitrogen vacancies in diamond, neutron activation of radioactive isotopes, Compton scattering, relativistic mass of the electron, recoil free gamma-ray resonance, lifetime of the muon, studies of superfluid helium, positron annihilation, superconductivity, the quantum Hall effect, properties of semiconductors. The facilities of the laboratory include several computer controlled experiments as well as computers for analysis.","Physics 15a or 16, 15b, 15c. Physics 143a is highly recommended.","A substantial amount of outside reading is expected.","Tu., Th., 1-5",,
7713,SPRING,0,SPANSH,70c,"Tales of Two Spains: A Survey of Spanish Modern Literature and Culture,18th to 21st centuries",3f0d2617a9d9596480241185013c2acc,"This course presents a diverse set of literary and cultural materials that will help understand Spain's frequently contested Modernity. The guiding topic of discussion will be the conflicting definitions of Spanish national identity from the 18th to the 21st centuries. Materials include short stories, philosophical and political essays, travelers' letters, memoirs, journals, travelogues, films and poems.","A score above 780 on the SAT II or the Harvard Placement test; a 50- or 60-level course in Spanish; or permission of course head.","Conducted in Spanish. This course, when taken for a letter grade, meets the Core area requirement for Literature and Arts C.","M., W., at 1, and an additional weekly section hour to be arranged","Sever Hall",110
